study_accession	has_paper	host_ena_referenced	host_ena_value	host_title_referenced	host_title_value	host_abstract_referenced	host_abstract_value	is_model_organism	model_organism_disease	human_by_biome_label	host_source_summary	host_source_note	sample_host_pattern	n_host_populated	biome_labels
PRJNA848116	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome; freshwater metagenome; soil metagenome
PRJNA848403	True	True	seagull	True	seagulls	True	migratory seagulls	False		False	ENA + paper	Metagenomics samples were sequenced from the gut microbiome of migratory seagulls in Kunming city.	UNIFORM	8	
PRJNA849257	True	True	Canis lupus familiaris	True	dog	True	dog	False		False	ENA + paper	Fecal samples were collected from 12 dogs with idiopathic epilepsy before and after phenobarbital treatment, then analyzed using shotgun metagenomic sequencing.	UNIFORM	24	gut metagenome
PRJNA849401	True	True	seagull	True	seagulls	True	migratory seagulls	False		False	ENA + paper	Metagenomics samples were sequenced from the gut microbiome of migratory seagulls in Kunming city.	UNIFORM	8	gut metagenome
PRJNA852373	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	5	chicken gut metagenome; human gut metagenome
PRJNA853153	True	True	Bacillota	False		True	human; mouse (model of metabolically healthy obesity)	True	metabolically healthy obesity	False	ENA + paper	[model of metabolically healthy obesity] Metagenomic sequencing was performed on both human subjects (314 samples from GMrepo database) and a murine MHO model.	DIVERSE	12	Bacillota; Bacteroidota
PRJNA855128	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJNA855286	False	True	Suidae	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	30	pig gut metagenome
PRJNA861020	False	True	Felis catus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	36	
PRJNA861716	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Fecal microbiome samples from 359 human subjects living in areas with different levels of environmental pollution in Campania region, Southern Italy.	UNIFORM	359	gut metagenome
PRJNA861719	True	True	Coturnix	True	quail	True	quail	False		False	ENA + paper	Sequenced samples came from fecal and cecum luminal content from 3 quail breeds (Chinese yellow quails and Japanese quails).	UNIFORM	30	gut metagenome
PRJNA862309	True	True	Penaeus vannamei	True	Litopenaeus vannamei	True	Litopenaeus vannamei	False		False	ENA + paper	Metagenomic sequenced samples came from the intestinal microbiota of shrimp (Litopenaeus vannamei) exposed to microcystin-LR.	UNIFORM	12	shrimp gut metagenome
PRJNA862908	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Sequenced samples were stool DNA from 60 human patients during enteric bacterial infection and after recovery.	UNIFORM	151	
PRJNA863566	False	True	mice	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	6	feces metagenome
PRJNA865396	False	True	Eriocheir sinensis	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	6	feces metagenome
PRJNA865544	True	True	Mus musculus	False		True	human; mouse (model of pressure-overloaded left ventricular remodeling)	True	pressure-overloaded left ventricular remodeling	False	ENA + paper	[model of pressure-overloaded left ventricular remodeling] Shotgun metagenomics performed on fecal samples from both patient cohorts and pressure-overloaded mouse models.	UNIFORM	1	Mus musculus
PRJNA872265	False	True	Ailuropoda melanoleuca	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	98	
PRJNA873123	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	32	chicken gut metagenome
PRJNA874173	False	True	Alpha-synuclein transgenic c57bl/10 mice	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	9	feces metagenome
PRJNA874500	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	4	
PRJNA875084	True	True	Mustela putorius	True	domestic ferret (Mustela putorius)	True	domestic ferret (Mustela putorius)	False		False	ENA + paper	Metagenome-assembled genomes were recovered from gut microbiome samples of domestic ferrets.	UNIFORM	3	metagenome
PRJNA876316	True	True	Ruminococcus sp.	True	rat (model of obesity-associated kidney function decline)	True	rat (model of obesity-associated kidney function decline)	True	obesity-associated kidney function decline	False	ENA + paper	[model of obesity-associated kidney function decline] Metagenomic sequencing was performed on colon contents from Sprague-Dawley rats fed high-fat or normal diets.	UNIFORM	1	Ruminococcus sp.
PRJNA876956	True	True	Nannospalax galili	True	blind mole rat	True	blind mole rat	False		False	ENA + paper	Sequenced samples came from the gut microbiomes of two sympatric blind mole rat species in Upper Galilee, Israel.	UNIFORM	12	gut metagenome
PRJNA877780	False	True	Mus musculus feces	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	15	feces metagenome
PRJNA878467	False	True	wildlife	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	1	feces metagenome
PRJNA880353	True	True	Equus caballus	True	feral horses	True	feral horses	False		False	ENA + paper	Sequenced samples came from 2394 fecal samples collected from 794 individual feral horses on Sable Island, Canada between 2013-2019.	UNIFORM	86	feces metagenome
PRJNA881985	True	True	Mus musculus	True	APOE4 mice	True	mouse (model of Alzheimer's disease)	True	Alzheimer's disease	False	ENA + paper	[model of Alzheimer's disease] Shotgun metagenomic sequencing was performed on gut samples from APOE4 and APOE3 transgenic mice fed control or ketogenic diets.	UNIFORM	119	mouse gut metagenome
PRJNA883557	True	True	Rattus norvegicus	True	rat	True	rat (model of Parkinson's disease)	True	Parkinson's disease	False	ENA + paper	[model of Parkinson's disease] Fecal samples were collected from 6-OHDA induced PD rats and healthy rats for metagenomic sequencing.	UNIFORM	20	feces metagenome
PRJNA884830	True	False		True	Rhinopithecius bieti	True	Rhinopithecius bieti	False		False	paper only	Metagenomic and culture-dependent samples were sequenced from the gut of Rhinopithecius bieti, an endangered primate endemic to China.	NO_HOST_DATA	0	feces metagenome
PRJNA886985	True	True	mouse	False		True	mouse	True		False	ENA + paper	[model organism, disease unnamed] Metagenomic samples were sequenced from the gut microbiome of Balb/c mice treated with various antibiotic combinations.	UNIFORM	167	mouse gut metagenome
PRJNA888429	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	23	
PRJNA890321	True	True	Cygnus cygnus	True	wild birds	True	wild birds	False		False	ENA + paper	Metagenomes were sequenced from gut microbiomes of 52 wild bird species across China, covering 340 metagenome samples.	DIVERSE	28	metagenome
PRJNA892774	True	True	Mus musculus	False		True	mouse (model of colitis)	True	colitis	False	ENA + paper	[model of colitis] Fecal microbiota from Balb/c mice infected with larval Echinococcus multilocularis were subjected to shotgun metagenomic sequencing.	UNIFORM	26	gut metagenome
PRJNA894152	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	82	feces metagenome; metagenome
PRJNA894343	True	True	Sus scrofa	True	pig	True	pig	False		False	ENA + paper	Shotgun metagenomic sequencing was performed on faecal and environmental samples collected from piglets on 10 farms during the first 14 days post-weaning.	UNIFORM_WITH_GAPS	36	gut metagenome; metagenome
PRJNA898082	True	True	beagle	True	beagle	True	beagle	True	acute radiation syndrome	False	ENA + paper	[model of acute radiation syndrome] Fecal samples were sequenced from beagles exposed to 60Co-γ ray radiation to model acute radiation syndrome (ARS).	UNIFORM	51	gut metagenome
PRJNA899060	False	True	Sus scrofa domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	57	pig gut metagenome
PRJNA902000	True	True	5xFAD (B6.Cg-Tg(APPSwFlLon;PSEN1*M146L*L286V)6799Vas/Mmjax;Stock number 34848-JAX;MMRRC);5xFAD	True	mouse (model of Alzheimer's disease)	True	mouse (model of Alzheimer's disease)	True	Alzheimer's disease	False	ENA + paper	[model of Alzheimer's disease] Cecal and fecal samples from 5xfAD transgenic mice and wild-type B6J mice aged 4-18 months were subjected to shotgun metagenomic sequencing.	UNIFORM	236	mouse metagenome
PRJNA902117	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	33	
PRJNA902684	False	True	Rattus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	110	feces metagenome
PRJNA902833	True	True	Mus musculus	False		True	mouse (model of NAFLD)	True	NAFLD	False	ENA + paper	[model of NAFLD] Metagenomic sequencing was performed on gut samples from mice with high-fat diet-induced NAFLD.	UNIFORM	32	mouse gut metagenome
PRJNA903767	False	True	Ochotona curzoniae	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	34	feces metagenome
PRJNA903810	False	True	Sus scrofa domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	335	
PRJNA906124	True	True	Felis catus	True	cat	True	domestic shorthair cat	False		False	ENA + paper	Sequenced samples were fecal samples collected from 12 healthy adult domestic shorthair cats fed different diets in a Latin square design.	UNIFORM	33	
PRJNA906507	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	32	chicken gut metagenome
PRJNA906625	True	True	Daphnia magna	True	Daphnia magna	True	Daphnia magna	False		False	ENA + paper	Sequenced samples came from Daphnia magna individuals; hologenome assembly includes genome and metagenome sequencing.	UNIFORM	1	invertebrate gut metagenome
PRJNA908260	True	True	domestic Feline	True	cat	True	cat	False		False	ENA + paper	Sequenced samples came from fecal microbiota of American Shorthair and British Shorthair cats with and without acute diarrhea.	UNIFORM	8	gut metagenome
PRJNA908720	True	True	Canine	True	canine	True	canine	False		False	ENA + paper	Sequenced samples came from 1,970 canine fecal samples collected from the plateau region of China.	UNIFORM	1	
PRJNA909042	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	chicken gut metagenome
PRJNA909453	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	50	feces metagenome
PRJNA913183	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	119	feces metagenome; synthetic metagenome
PRJNA913689	False	True	Larimichthys polyactis	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	63	fish gut metagenome
PRJNA913821	True	True	Rangifer tarandus platyrhynchus	True	reindeer	True	reindeer	False		False	ENA + paper	Sequenced samples came from gastrointestinal tract tissues and faeces of two geographically separated reindeer subspecies.	UNIFORM	9	metagenome
PRJNA915251	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	683	feces metagenome
PRJNA915351	True	True	Mus musculus	True	mouse	True	mouse (model of Chagas disease)	True	Chagas disease	False	ENA + paper	[model of Chagas disease] Shotgun metagenomic sequencing was performed on gut samples from BALB/c and C57BL/6 mice infected with Trypanosoma cruzi.	UNIFORM	16	gut metagenome
PRJNA916642	True	True	Hippocampus abdominalis	True	big-belly seahorse	True	big-belly seahorse (Hippocampus abdominalis)	False		False	ENA + paper	Metagenomic and metabolomic samples were sequenced from the intestines of big-belly seahorses infected with Edwardsiella piscicida.	UNIFORM	12	gut metagenome
PRJNA919082	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	21	feces metagenome
PRJNA924548	True	True	Bovine	True	calf	True	calf	False		False	ENA + paper	Fecal samples were collected from calves with bloody diarrhea, watery diarrhea, and normal calves for metagenomic sequencing.	UNIFORM	15	gut metagenome
PRJNA924947	True	True	bovine	True	Holstein calves	True	Holstein calves	False		False	ENA + paper	Metagenome sequencing was performed on gut samples from newborn Holstein calves fed with compound probiotics for 60 days.	UNIFORM	12	gut metagenome
PRJNA925857	True	True	Canis lupus familiaris	True	companion animal	True	dog; cat; human	False		False	ENA + paper	Sequenced stool samples came from 2272 dogs, 367 cats, and 350 humans across multiple cohorts.	UNIFORM	226	gut metagenome
PRJNA926485	False	True	Sus scrofa domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	23	pig gut metagenome
PRJNA932553	True	True	Homo sapiens	True	giant panda	True	giant panda; Asiatic black bear; human	False		False	ENA + paper	Oral (supragingival) and fecal samples from wild giant pandas, Asiatic black bears, and humans	UNIFORM	48	human oral metagenome
PRJNA932774	True	True	mouse	False		True	mouse (model of aging)	True	aging	False	ENA + paper	[model of aging] Metagenomic and 16S rRNA sequencing was performed on gut microbiota samples from long-lived and short-lived mice.	UNIFORM	24	mouse gut metagenome
PRJNA935053	False	True	Chanodichthys erythropterus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	1	fish gut metagenome
PRJNA935534	True	True	Bos taurus	True	neonatal calf	True	neonatal calf	False		False	ENA + paper	Metagenomic sequencing was performed on faecal swab samples collected from neonatal calves within the first week of life.	UNIFORM	60	gut metagenome
PRJNA937780	True	True	Ovis aries	True	Tan sheep	True	Tan sheep; Dorper sheep	False		False	ENA + paper	16S rDNA and metagenomic sequencing were performed on gastrointestinal samples from Tan sheep and Dorper sheep.	UNIFORM	22	sheep gut metagenome
PRJNA938989	True	True	Acinetobacter baumannii	True	half-smooth tongue sole (Cynoglossus semilaevis)	True	half-smooth tongue sole (Cynoglossus semilaevis)	False		False	ENA + paper	Metagenomic sequencing was performed on intestinal samples from half-smooth tongue sole experimentally infected with Vibrio alginolyticus.	DIVERSE	41	Acinetobacter baumannii; Brevinema andersonii; Chlamydia abortus; Tenacibaculum maritimum; Vibrio alginolyticus; Vibrio ponticus
PRJNA940065	True	True	Mus musculus	False		True	human; mouse (model of type 2 diabetes)	False		False	ENA + paper	Sequenced samples came from 1,000 human subjects across 5 countries, with mice used for downstream mechanistic validation of metformin effects.	UNIFORM	14	metagenome
